5060000	5760000	1
5065000	5760000	1
5050000	5755000	1
5055000	5755000	1
5060000	5755000	27.721
5065000	5755000	32.4736
5070000	5755000	33.7905
5075000	5755000	21.6997
5050000	5750000	4.0275
5055000	5750000	69.9862
5060000	5750000	30.3864
5065000	5750000	46.3863
5075000	5750000	45.463
5080000	5750000	3.2132
5045000	5745000	1
5050000	5745000	37.5285
5060000	5745000	191.4973
5065000	5745000	244.7052
5070000	5745000	126.6353
5075000	5745000	23.4945
5080000	5745000	1
5085000	5745000	1
5045000	5740000	2.61855
5050000	5740000	37.82295
5055000	5740000	131.84405
5065000	5740000	143.3091
5070000	5740000	36.3433
5075000	5740000	49.3371
5090000	5740000	1
5045000	5735000	1
5050000	5735000	53.98175
5055000	5735000	108.7641
5060000	5735000	153.7463
5065000	5735000	124.5647
5070000	5735000	73.1906
5075000	5735000	67.2988
5090000	5735000	1
5045000	5730000	1
5050000	5730000	44.7514
5055000	5730000	80.67995
5060000	5730000	80.1374
5065000	5730000	100.6673
5075000	5730000	105.942
5080000	5730000	106.0448
5085000	5730000	76.3635
5090000	5730000	16.25015
5095000	5730000	1
5045000	5725000	19.9918
5050000	5725000	49.9172
5065000	5725000	114.2747
5070000	5725000	123.5043
5075000	5725000	101.4712
5080000	5725000	139.3756
5085000	5725000	66.6275
5090000	5725000	49.66935
5095000	5725000	7.2457
5100000	5725000	1
5045000	5720000	56.5945
5050000	5720000	49.4218
5055000	5720000	57.8734
5060000	5720000	54.4455
5065000	5720000	50.4016
5070000	5720000	59.5923
5080000	5720000	110.6884
5085000	5720000	105.1337
5090000	5720000	58.7258
5095000	5720000	62.0553
5100000	5720000	40.34935
5105000	5720000	7.9923
5110000	5720000	1
5045000	5715000	35.4424
5050000	5715000	42.8353
5055000	5715000	53.3623
5060000	5715000	49.7366
5070000	5715000	44.9928
5075000	5715000	47.9302
5080000	5715000	71.72135
5085000	5715000	94.5706
5090000	5715000	68.4477
5100000	5715000	60.6321
5110000	5715000	34.2724
5115000	5715000	1
5120000	5715000	11.9123
5050000	5710000	9.123
5055000	5710000	37.9151
5060000	5710000	66.9453
5080000	5710000	57.2619
5090000	5710000	107.8993
5095000	5710000	99.6271
5100000	5710000	79.2101
5105000	5710000	46.1519
5110000	5710000	22.8067
5115000	5710000	16.4641
5120000	5710000	1
5055000	5705000	33.133
5065000	5705000	30.18025
5070000	5705000	10.5544
5075000	5705000	14.4902
5085000	5705000	115.0113
5090000	5705000	120.192
5095000	5705000	123.2642
5100000	5705000	79.5497
5105000	5705000	27.2139
5110000	5705000	21.3312
5115000	5705000	25.09575
5120000	5705000	21.2781
5125000	5705000	1
5055000	5700000	19.9115
5060000	5700000	65.06575
5065000	5700000	73.4445
5070000	5700000	23.2846
5075000	5700000	49.3276
5080000	5700000	127.4338
5085000	5700000	148.1452
5095000	5700000	117.7794
5100000	5700000	66.53155
5105000	5700000	45.12585
5110000	5700000	23.1547
5115000	5700000	19.05835
5120000	5700000	25.5828
5125000	5700000	1
5130000	5700000	1
5060000	5695000	30.3068
5065000	5695000	73.13965
5070000	5695000	88.2604
5075000	5695000	85.8573
5080000	5695000	44.82475
5085000	5695000	74.2844
5095000	5695000	69.7599
5105000	5695000	26.3883
5110000	5695000	19.4377
5115000	5695000	22.6139
5120000	5695000	31.1257
5125000	5695000	37.95365
5130000	5695000	1
5060000	5690000	19.1791
5065000	5690000	56.8698
5075000	5690000	34.538
5085000	5690000	55.5861
5090000	5690000	73.0301
5095000	5690000	28.2374
5100000	5690000	26.242
5105000	5690000	24.33365
5110000	5690000	16.3991
5115000	5690000	29.703
5120000	5690000	45.8633
5125000	5690000	30.7703
5130000	5690000	1
5065000	5685000	18.1676
5070000	5685000	45.8796
5075000	5685000	32.2346
5080000	5685000	19.567
5090000	5685000	90.4707
5100000	5685000	34.9112
5105000	5685000	23.853
5110000	5685000	22.1849
5115000	5685000	19.6663
