5033505.15464	5750335.57047	1
5073453.60825	5750335.57047	1
5113402.06186	5750335.57047	1
5033505.15464	5710402.68456	39.23845
5073453.60825	5710402.68456	55.05685
5113402.06186	5710402.68456	12.4104
5073453.60825	5670469.79866	6.2648
5113402.06186	5670469.79866	1
5073453.60825	5630536.91275	1
5113402.06186	5630536.91275	1
5273195.87629	5590604.02685	20.312
4993556.70103	5550671.14094	1
5153350.51546	5550671.14094	1
5233247.42268	5550671.14094	40.42365
5273195.87629	5550671.14094	1
5313144.3299	5550671.14094	142.4323
5353092.78351	5550671.14094	39.4725
4993556.70103	5510738.25503	1
5033505.15464	5510738.25503	1
5073453.60825	5510738.25503	1
5113402.06186	5510738.25503	1
5153350.51546	5510738.25503	13.5106
5193298.96907	5510738.25503	1
5233247.42268	5510738.25503	42.4012
5273195.87629	5510738.25503	412.45385
5313144.3299	5510738.25503	193.4329
5353092.78351	5510738.25503	1
5393041.23711	5510738.25503	1
4913659.79381	5470805.36913	1
4953608.24742	5470805.36913	1
4993556.70103	5470805.36913	1
5033505.15464	5470805.36913	43.3827
5073453.60825	5470805.36913	124.3293
5113402.06186	5470805.36913	61.24005
5153350.51546	5470805.36913	45.91335
5193298.96907	5470805.36913	52.1418
5233247.42268	5470805.36913	314.0586
5273195.87629	5470805.36913	377.6467
5313144.3299	5470805.36913	58.7892
5353092.78351	5470805.36913	6.39625
5393041.23711	5470805.36913	13.14145
5432989.69072	5470805.36913	1
5472938.14433	5470805.36913	1
4833762.8866	5430872.48322	1
4873711.34021	5430872.48322	1
4913659.79381	5430872.48322	1
4953608.24742	5430872.48322	1
4993556.70103	5430872.48322	31.4394
5033505.15464	5430872.48322	85.1465
5073453.60825	5430872.48322	185.05875
5113402.06186	5430872.48322	183.2507
5153350.51546	5430872.48322	84.67475
5193298.96907	5430872.48322	128.5676
5233247.42268	5430872.48322	241.7144
5273195.87629	5430872.48322	252.8575
5313144.3299	5430872.48322	430.32685
5353092.78351	5430872.48322	27.9115
5393041.23711	5430872.48322	22.7828
5432989.69072	5430872.48322	24.6051
5472938.14433	5430872.48322	20.6743
5512886.59794	5430872.48322	14.0971
5552835.05155	5430872.48322	65.4392
5592783.50515	5430872.48322	1
4793814.43299	5390939.59732	1
4833762.8866	5390939.59732	1
4873711.34021	5390939.59732	92.8418
4913659.79381	5390939.59732	92.3647
4953608.24742	5390939.59732	99.7324
4993556.70103	5390939.59732	43.9041
5033505.15464	5390939.59732	272.7606
5073453.60825	5390939.59732	277.8778
5113402.06186	5390939.59732	277.333
5153350.51546	5390939.59732	195.9259
5193298.96907	5390939.59732	237.47945
5233247.42268	5390939.59732	198.20395
5273195.87629	5390939.59732	167.3045
5313144.3299	5390939.59732	94.09075
5353092.78351	5390939.59732	54.9308
5393041.23711	5390939.59732	37.08905
5432989.69072	5390939.59732	43.2505
5472938.14433	5390939.59732	13.77345
5512886.59794	5390939.59732	14.0644
5552835.05155	5390939.59732	10.0425
5592783.50515	5390939.59732	1
5632731.95876	5390939.59732	1
5672680.41237	5390939.59732	1
